,Subject,0,Item,0,Condition,0,Word,0,0,0,0,RT,0,0
1680639177,a94177205c151b8343ae5b575c48298b,Maze,129,0,Expt-C,30,7,lövöldözés,lovördődés,1,yes,1312,A rendőr%2C akit megsebesített a bűnöző a lövöldözés közben%2C elejtette a revolverét.,1312
1680639177,a94177205c151b8343ae5b575c48298b,Maze,129,0,Expt-C,30,8,közben%2C,kőtsen%2C,1,yes,1046,A rendőr%2C akit megsebesített a bűnöző a lövöldözés közben%2C elejtette a revolverét.,1046
1680639177,a94177205c151b8343ae5b575c48298b,Maze,129,0,Expt-C,30,9,elejtette,alebázzse,1,yes,2121,A rendőr%2C akit megsebesített a bűnöző a lövöldözés közben%2C elejtette a revolverét.,2121
1680639177,a94177205c151b8343ae5b575c48298b,Maze,129,0,Expt-C,30,10,a,ö,0,yes,718,A rendőr%2C akit megsebesített a bűnöző a lövöldözés közben%2C elejtette a revolverét.,718
1680639177,a94177205c151b8343ae5b575c48298b,Maze,129,0,Expt-C,30,11,revolverét.,agyolrenét.,1,yes,1333,A rendőr%2C akit megsebesített a bűnöző a lövöldözés közben%2C elejtette a revolverét.,1333
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,0,Annak,Ekrak,0,yes,1157,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1157
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,1,a,u,1,yes,712,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,712
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,2,lehetősége%2C,lezelörébe%2C,1,yes,1207,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1207
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,3,hogy,katy,0,yes,741,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,741
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,4,a,ű,0,yes,734,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,734
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,5,katona,kétika,0,yes,859,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,859
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,6,megbocsátana,megíccsitola,1,yes,1494,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1494
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,7,a,ú,0,yes,646,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,646
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,8,terroristának%2C,dekkonistának%2C,1,yes,1245,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1245
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,9,felkeltette,felékkiggye,1,yes,2135,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,2135
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,10,a,u,1,yes,1035,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1035
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,11,parancsok,poranttél,0,yes,1196,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1196
1680639177,a94177205c151b8343ae5b575c48298b,Maze,157,0,Filler-C,51,12,figyelmét.,fendelüny.,1,yes,2109,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,2109
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,0,A,É,0,yes,1553,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,1553
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,1,szájhős%2C,szovhúr%2C,0,yes,1160,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,1160
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,2,aki,atu,1,yes,778,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,778
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,3,az,éz,0,yes,962,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,962
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,4,osztálytársát,osztálltenült,1,yes,1663,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,1663
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,5,provokálta,highokosta,1,yes,1365,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,1365
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,6,második,tédozik,1,yes,1362,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,1362
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,7,óra,űna,0,yes,796,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,796
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,8,előtt%2C,alütt%2C,1,yes,1730,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,1730
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,9,kimagyarázta,kőbagyóranga,0,yes,1287,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,1287
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,10,a,é,0,yes,646,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,646
1680639177,a94177205c151b8343ae5b575c48298b,Maze,76,0,Expt-B,17,11,helyzetet.,sogygetet.,1,yes,990,A szájhős%2C aki az osztálytársát provokálta második óra előtt%2C kimagyarázta a helyzetet.,990
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,0,Annak,Nürak,0,yes,1018,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,1018
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,1,a,o,0,yes,748,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,748
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,2,valószínűsége%2C,essnerunűséve%2C,1,yes,917,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,917
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,3,hogy,muty,1,yes,837,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,837
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,4,az,uz,1,yes,691,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,691
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,5,óvónő,ójötő,0,yes,751,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,751
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,6,elaltatná,elatittnu,0,yes,1565,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,1565
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,7,a,ö,1,yes,866,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,866
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,8,nagycsoportost%2C,magycsatartasz%2C,1,yes,1716,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,1716
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,9,nem,mim,1,yes,1251,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,1251
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,10,túl,púr,0,yes,847,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,847
1680639177,a94177205c151b8343ae5b575c48298b,Maze,155,0,Filler-C,49,11,nagy.,many.,1,yes,742,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,742
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,0,A,É,0,yes,1231,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,1231
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,1,hegedűs%2C,heledún%2C,0,yes,1221,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,1221
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,2,aki,uki,0,yes,766,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,766
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,3,a,ü,0,yes,597,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,597
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,4,fuvolást,tútorást,0,yes,927,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,927
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,5,felbosszantotta,felószzőcstássa,0,yes,1104,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,1104
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,6,a,é,0,yes,1040,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,1040
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,7,főpróba,főfédda,1,yes,1413,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,1413
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,8,közben%2C,kibbet%2C,0,yes,1008,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,1008
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,9,lemondta,vironkja,1,yes,998,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,998
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,10,a,u,0,yes,708,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,708
1680639177,a94177205c151b8343ae5b575c48298b,Maze,28,0,Expt-B,5,11,koncertet.,kakjertát.,1,yes,1113,A hegedűs%2C aki a fuvolást felbosszantotta a főpróba közben%2C lemondta a koncertet.,1113
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,0,Annak,Necak,0,yes,790,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,790
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,1,a,ű,1,yes,899,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,899
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,2,valószínűsége%2C,eszberőnűséve%2C,0,yes,1054,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,1054
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,3,hogy,büly,0,yes,1050,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,1050
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,4,a,u,1,yes,826,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,826
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,5,séf,cév,1,yes,1336,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,1336
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,6,feleségül,felenévöt,0,yes,1950,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,1950
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,7,veszi,rassi,0,yes,786,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,786
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,8,a,ű,0,yes,473,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,473
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,9,pincérnőt%2C,pajciknül%2C,1,yes,1125,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,1125
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,10,elég,aléd,0,yes,1131,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,1131
1680639177,a94177205c151b8343ae5b575c48298b,Maze,154,0,Filler-C,48,11,alacsony.,alarstic.,1,yes,952,Annak a valószínűsége%2C hogy a séf feleségül veszi a pincérnőt%2C elég alacsony.,952
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,0,A,Ű,0,yes,908,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,908
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,1,búvár%2C,büzám%2C,1,yes,918,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,918
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,2,aki,oge,0,yes,813,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,813
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,3,megijesztette,megáfessészze,0,yes,2115,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,2115
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,4,az,iz,0,yes,876,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,876
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,5,úszót,ígyót,1,yes,1094,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,1094
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,6,egy,űzs,0,yes,909,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,909
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,7,nagy,muty,0,yes,777,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,777
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,8,medencében%2C,fozenpécen%2C,1,yes,1296,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,1296
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,9,felháborította,felgásilítézsa,1,yes,1918,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,1918
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,10,az,uz,1,yes,927,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,927
1680639177,a94177205c151b8343ae5b575c48298b,Maze,119,0,Expt-A,28,11,úszómestert.,íszömesiszt.,1,yes,1362,A búvár%2C aki megijesztette az úszót egy nagy medencében%2C felháborította az úszómestert.,1362
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,0,Az%2C,Öz%2C,0,yes,1296,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1296
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,1,hogy,pőgy,1,yes,907,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,907
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,2,Rita,Vula,1,yes,1546,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1546
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,3,a,ö,0,yes,780,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,780
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,4,leárazáson,peélakásin,0,yes,1217,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1217
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,5,csak,csöt,0,yes,1320,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1320
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,6,márkás,metkét,1,yes,1059,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1059
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,7,ruhákat,effánat,1,yes,949,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,949
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,8,vett%2C,vekk%2C,0,yes,781,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,781
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,9,teljes,torjat,0,yes,868,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,868
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,10,mértékben,mesirrben,1,yes,1154,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1154
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,11,kiszámítható,kuttánulmató,1,yes,2231,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,2231
1680639177,a94177205c151b8343ae5b575c48298b,Maze,145,0,Filler-A,39,12,volt.,fürt.,1,yes,1083,Az%2C hogy Rita a leárazáson csak márkás ruhákat vett%2C teljes mértékben kiszámítható volt.,1083
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,0,Annak,Nílak,0,yes,787,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,787
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,1,a,ú,1,yes,641,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,641
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,2,lehetősége%2C,libelürébe%2C,0,yes,926,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,926
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,3,hogy,pőgy,1,yes,633,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,633
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,4,a,ű,0,yes,630,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,630
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,5,varrónő,réjzönő,1,yes,1078,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,1078
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,6,az,am,1,yes,802,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,802
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,7,új,aj,0,yes,996,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,996
1680639177,a94177205c151b8343ae5b575c48298b,Maze,160,0,Filler-C,54,8,ruhához,estácoz,1,yes,1380,Annak a lehetősége%2C hogy a varrónő az új ruhához az anyagot külföldről rendelje%2C sajnos nem garantált.,1380
